datetime|eventid|iyear|imonth|iday|approxdate|extended|resolution|country|country_txt|region|region_txt|provstate|city|latitude|longitude|specificity|vicinity|location|summary|crit1|crit2|crit3|doubtterr|alternative|alternative_txt|multiple|success|suicide|attacktype1|attacktype1_txt|attacktype2|attacktype2_txt|attacktype3|attacktype3_txt|targtype1|targtype1_txt|targsubtype1|targsubtype1_txt|corp1|target1|natlty1|natlty1_txt|targtype2|targtype2_txt|targsubtype2|targsubtype2_txt|corp2|target2|natlty2|natlty2_txt|targtype3|targtype3_txt|targsubtype3|targsubtype3_txt|corp3|target3|natlty3|natlty3_txt|gname|gsubname|gname2|gsubname2|gname3|gsubname3|motive|guncertain1|guncertain2|guncertain3|nperps|nperpcap|claimed|claimmode|claimmode_txt|claim2|claimmode2|claimmode2_txt|claim3|claimmode3|claimmode3_txt|compclaim|weaptype1|weaptype1_txt|weapsubtype1|weapsubtype1_txt|weaptype2|weaptype2_txt|weapsubtype2|weapsubtype2_txt|weaptype3|weaptype3_txt|weapsubtype3|weapsubtype3_txt|weaptype4|weaptype4_txt|weapsubtype4|weapsubtype4_txt|weapdetail|nkill|nkillus|nkillter|nwound|nwoundus|nwoundte|property|propextent|propextent_txt|propvalue|propcomment|ishostkid|nhostkid|nhostkidus|nhours|ndays|divert|kidhijcountry|ransom|ransomamt|ransomamtus|ransompaid|ransompaidus|ransomnote|hostkidoutcome|hostkidoutcome_txt|nreleased|addnotes|scite1|scite2|scite3|dbsource|int_log|int_ideo|int_misc|int_any
1970-02-06|197002060007|1970|2|6|February 6-9, 1970|0||217|United States|1|North America|Massachusetts (U.S. State)|Boston|42.358635|-71.056699|1|0|Boston University|2/6/1970: Unknown perpetrators firebombed an R.O.T.C. office at Boston University in Boston, Massachusetts, United States.  There were no casualties but the resulting fire damaged the office.|1|1|1|1|2|Other Crime Type|0|1|0|7|Facility/Infrastructure Attack||.||.|4|Military|28|Military Recruiting Station/Academy|R.O.T.C.|R.O.T.C. office, Boston University|217|United States||.||.||||.||.||.||||.|Student Radicals||||||To protest the R.O.T.C. program|0|||-99|-99|0||.|||.|||.||8|Incendiary|20|Gasoline or Alcohol||.||.||.||.||.||.|Molotov cocktail|0|0|0|0|0|0|1|3|Minor (likely < $1 million)||Fire damage|0|||||||0|||||||.|||Committee on Government Operations United States Senate, Riots, Civil, and Criminal Disorders, U.S. Government Printing Office, August 6, 1970.|Christopher Hewitt, Political Violence and Terrorism in Modern America: A Chronology, Praeger Security International, 2005.||Hewitt Project|-9|-9|0|-9
1970-02-07|197002070003|1970|2|7||0||217|United States|1|North America|Wisconsin (U.S. State)|Whitewater|42.835000|-88.738124|1|0|Wisconsin State College|2/7/1970: Unknown perpetrators set a fire in Old Mail Hall at Wisconsin State College in Whitewater, Wisconsin, United States.  There were no casualties but the building sustained an estimated $1,000,000 in damages.|1|1|1|1|2|Other Crime Type|0|1|0|7|Facility/Infrastructure Attack||.||.|8|Educational Institution|49|Schools/Universities/Educational Buildings|Wisconsin State College|Old Mail Hall, Wisconsin State College|217|United States||.||.||||.||.||.||||.|Student Radicals|||||||0|||-99|-99|0||.|||.|||.||8|Incendiary|18|Arson/Fire||.||.||.||.||.||.|Fire|0|0|0|0|0|0|1|2|Major (likely > $1 million but < $1 billion)|1000000|Building partially destroyed|0|||||||0|||||||.||The incident took place during the evening.|Committee on Government Operations United States Senate, Riots, Civil, and Criminal Disorders, U.S. Government Printing Office, August 6, 1970.|Christopher Hewitt, Political Violence and Terrorism in Modern America: A Chronology, Praeger Security International, 2005.||Hewitt Project|-9|-9|0|-9
1970-02-08|197002080001|1970|2|8||0||217|United States|1|North America|New York (U.S. State)|New York City|40.713985|-73.829959|1|0|Queens; Woodside|2/8/1970: In a series of related events, the Armed Revolutionary Independence Movement (MIRA) claimed credit for bombing the General Electric Service Center in Queens, New York, United States.  There were no casualties but the building sustains minor damages.|1|1|1|0||.|1|1|0|3|Bombing/Explosion||.||.|1|Business|4|Multinational Corporations|General Electric|Queens General Electric Service Center|217|United States||.||.||||.||.||.||||.|Armed Revolutionary Independence Movement (MIRA)||||||To fight imperialism and exploitation.|0|||-99|-99|1|1|Letter|||.|||.||6|Explosives/Bombs/Dynamite|16|Unknown Explosive Type||.||.||.||.||.||.||0|0|0|0|0|0|1|3|Minor (likely < $1 million)||Damaged air-conditioning unit and shattered windows.|0|||||||0|||||||.||Part of a multiple attack with 197002080002 and 197002090003.  MIRA claimed this attack along with 197002060005, 197002060004, and 197002060006 in the same mimeographed sheet sent to the news media.  This was one of many attacks against General Electric targets throughout the United States in a three day period. (197002070001, 197002070002, and 197002090004)  These incidents are not believed to be related.|2 Bombs Explode at G.E. Buildings, New York Times, February 9, 1970.|Puerto Rican Group Describes Bombings, New York Times, February 13, 1970.|William Sater, Puerto Rican Terrorists: A Possible Threat to U.S. Energy Installations?, RAND, October 1981.|Hewitt Project|0|1|0|1
1970-02-08|197002080002|1970|2|8||0||217|United States|1|North America|New York (U.S. State)|New York City|40.650000|-73.950000|1|0|Brooklyn; Atlantic Terminal|2/8/1970: In a series of related events, the Armed Revolutionary Independence Movement (MIRA) claimed credit for bombing the General Electric Service Center in Brooklyn, New York, United States.  There are no casualties but the building sustains minor damages.|1|1|1|0||.|1|1|0|3|Bombing/Explosion||.||.|1|Business|4|Multinational Corporations|General Electric|Brooklyn General Electric Service Center|217|United States||.||.||||.||.||.||||.|Armed Revolutionary Independence Movement (MIRA)||||||To fight imperialism and exploitation.|0|||-99|-99|1|1|Letter|||.|||.||6|Explosives/Bombs/Dynamite|16|Unknown Explosive Type||.||.||.||.||.||.|18-inch pipe bomb|0|0|0|0|0|0|1|3|Minor (likely < $1 million)||Destroyed a door and shattered windows.|0|||||||0|||||||.||Part of a multiple attack with 197002080001 and 197002090003. MIRA claimed this attack along with 2197002060005, 197002060004, and 197002060006 in the same mimeographed sheet sent to the news media.  This was one of many attacks against General Electric targets throughout the United States in a three day period. (197002070001, 197002070002, and 197002090004) These incidents are not believed to be related.|2 Bombs Explode at G.E. Buildings, New York Times, February 9, 1970.|Puerto Rican Group Describes Bombings, New York Times, February 13, 1970.|William Sater, Puerto Rican Terrorists: A Possible Threat to U.S. Energy Installations?, RAND, October 1981.|Hewitt Project|0|1|0|1
1970-02-09|197002090003|1970|2|9||0||217|United States|1|North America|New York (U.S. State)|New York City|40.714550|-74.007124|1|0|Manhattan|2/9/1970: In a series of related events, a member of the Armed Revolutionary Independence Movement (MIRA) was suspected of placing a bomb at the General Electric Headquarters in Manhattan, New York, United States.   The bomb was discovered and subsequently removed.|1|1|1|0||.|1|0|0|3|Bombing/Explosion||.||.|1|Business|4|Multinational Corporations|General Electric|General Electric Headquarters|217|United States||.||.||||.||.||.||||.|Armed Revolutionary Independence Movement (MIRA)||||||To fight imperialism and exploitation.|0|||1|1|1|1|Letter|||.|||.||6|Explosives/Bombs/Dynamite|16|Unknown Explosive Type||.||.||.||.||.||.|Pipe bomb in a paper bag|0|0|0|0|0|0|0||.|||0|||||||0|||||||.||Part of a multiple attack with 197002080001 and 197002080002.  MIRA claimed this attack along with 2197002060005, in the same mimeographed sheet sent to the news media.  This was one of many attacks against General Electric targets throughout the United States in a three day period. (197002070001, 197002070002, and 197002090004) These incidents are not believed to be related.|2 Bombs Explode at G.E. Buildings, New York Times, February 9, 1970.|Puerto Rican Group Describes Bombings, New York Times, February 13, 1970.|Bomb Case Figure Found Guilty Here, New York Times, September 19, 1973.|Hewitt Project|0|1|0|1
1970-02-09|197002090004|1970|2|9||0||217|United States|1|North America|Ohio (U.S. State)|Batavia|39.078590|-84.179414|1|0||2/9/1970: Unknown perpetrators in Batavia, Ohio, United States, bombed two cars belonging to Leslie Jewel, an employee of General Electric that was not part of the union.  The automobiles were damaged, but there were no casualties.  There had been a recent labor strike at the nearby General Electric Evendale plant.|1|1|1|1|2|Other Crime Type|0|1|0|3|Bombing/Explosion||.||.|14|Private Citizens & Property|68|Named Civilians|Nonunion employee of General Electric in Batavia Ohio|Leslie Jewel|217|United States||.||.||||.||.||.||||.|Strikers||||||Protest employees of General Electric who were not union members|0|||-99|-99|0||.|||.|||.||6|Explosives/Bombs/Dynamite|28|Dynamite/TNT||.||.||.||.||.||.|Dynamite|0|0|0|0|0|0|1|3|Minor (likely < $1 million)|||0|||||||0|||||||.||This was one of many attacks against General Electric targets throughout the United States in a three day period. (197002080001, 197002080002 and 197002090003, 197002070001 and 197002070002). These incidents are not believed to be related.|New York GE Offices Damaged by 2 Bombs, The Milwaukee Journal, February 9, 1970.|GE Empolye's Cars Blown Up by Dynamite, Hartford Courant, February 10, 1970.||Hewitt Project|-9|-9|0|-9
1970-02-10|197002100001|1970|2|10||0||362|West Germany (FRG)|8|Western Europe||Munich|48.139126|11.580186|1|0|||1|1|1|-9||.|0|1|0|2|Armed Assault||.||.|6|Airports & Aircraft|44|Airport||El Al Passenger Bus & Airport Lounge|97|Israel||.||.||||.||.||.||||.|Popular Front for the Liberation of Palestine (PFLP)|||||||0|||3||||.|||.|||.||5|Firearms|2|Automatic Weapon||.||.||.||.||.||.|Automatic firearms|1||||||1|3|Minor (likely < $1 million)|60000||0|||||||0|||||||.||||||PGIS|0|0|1|1
1970-02-11|197002110001|1970|2|11|February 11-14, 1970|0||217|United States|1|North America|Michigan (U.S. State)|Ypsilanti|42.240880|-83.613089|1|0|Washtenaw Community College|2/11/1970: Unknown perpetrators threw a firebomb into a building at Washtenaw Community College in Ypsilanti, Michigan, United States.  There were no casualties, but the buildings sustained an estimated $2,500 in damages.|1|1|1|1|2|Other Crime Type|0|1|0|7|Facility/Infrastructure Attack||.||.|8|Educational Institution|48|Teachers/Professors/Instructors|Washtenaw Community College||217|United States||.||.||||.||.||.||||.|Student Radicals|||||||0|||-99|-99|0||.|||.|||.||8|Incendiary|18|Arson/Fire||.||.||.||.||.||.|Firebomb thrown into building|0|0|0|0|0|0|1|3|Minor (likely < $1 million)|2500||0|||||||0|||||||.|||Committee on Government Operations United States Senate, Riots, Civil, and Criminal Disorders, U.S. Government Printing Office, August 6, 1970.|Christopher Hewitt, Political Violence and Terrorism in Modern America: A Chronology, Praeger Security International, 2005.||Hewitt Project|-9|-9|0|-9
1970-02-13|197002130001|1970|2|13||0||217|United States|1|North America|California (U.S. State)|Berkeley|37.869885|-122.270539|1|0|||1|1|1|-9||.|0|1|0|3|Bombing/Explosion||.||.|3|Police|22|Police Buildings (Headquarters/Stations/School)|Berkeley Police Department|Police parking lot|217|United States||.||.||||.||.||.||||.|Unknown|||||||0|||||||.|||.|||.||6|Explosives/Bombs/Dynamite|16|Unknown Explosive Type|13|Unknown||.|13|Unknown||.|13|Unknown||.|Explosive|0|||7|||1|3|Minor (likely < $1 million)|8000||0|||||||0|||||||.||||||PGIS|-9|-9|0|-9
1970-02-13|197002130002|1970|2|13||0||362|West Germany (FRG)|8|Western Europe||Munich|48.139126|11.580186|1|0|||1|1|1|-9||.|0|1|0|7|Facility/Infrastructure Attack||.||.|14|Private Citizens & Property|76|Houses/Apartments/Residence||Jewish Old People's Home|75|Germany||.||.||||.||.||.||||.|Popular Front for the Liberation of Palestine (PFLP)|||||||0|||||||.|||.|||.||8|Incendiary||.||.||.||.||.||.||.|Incendiary|7|||9|||1|3|Minor (likely < $1 million)|60000||0|||||||0|||||||.||||||PGIS|0|1|1|1
1970-02-13|197002130003|1970|2|13||0||217|United States|1|North America|California (U.S. State)|Berkeley|37.869885|-122.270539|1|0|Parking lot of police station|2/13/1970: Unknown perpetrators detonated two dynamite bombs in the parking lot of the Berkeley Police Station in California, United States, during a shift change.  Seven police officers were injured, three cars were destroyed, and windows were shattered at nearby buildings.|1|1|1|0||.|0|1|0|3|Bombing/Explosion||.||.|3|Police|22|Police Buildings (Headquarters/Stations/School)|Police Station|Berkeley Police Station|217|United States||.||.||||.||.||.||||.|Black Nationalists||||||To intimidate the police.|1|||-99|-99|0||.|||.|||.||6|Explosives/Bombs/Dynamite|28|Dynamite/TNT||.||.||.||.||.||.|Homemade dynamite time bombs|0|0|0|7|7|0|1|3|Minor (likely < $1 million)||Three cars destroyed.  Numerous other vehicles damaged.  Windows shattered at adjacent buildings.|0|||||||0|||||||.||The bombs detonated 30 seconds apart.  The bombs used in the attack were similar to the devices used in the attack against a police station in San Francisco three days later (197002160001).  There was a contentious City Council debate earlier in the week as to whether the police department should receive a helicopter.|Committee on Government Operations United States Senate, Riots, Civil, and Criminal Disorders, U.S. Government Printing Office, August 6, 1970.|Bombs Injure 2 Policemen in Berkeley, Washington Post, February 14, 1970.|San Francisco Bomb Injured 7 Policemen, Washington Post, February 18, 1970.|Hewitt Project|-9|-9|0|-9
1970-02-15|197002150001|1970|2|15||0||217|United States|1|North America|New York (U.S. State)|New York City|40.714550|-74.007124|1|0|Manhattan|7/15/1970: Unknown perpetrators bombed the Chase Manhattan Bank in Manhattan, New York, United States.  There were no casualties, however, the glass doors of the building and windows were shattered.|1|1|1|0||.|0|1|0|3|Bombing/Explosion||.||.|1|Business|3|Bank/Commerce|Chase Manhattan Bank|Chase Manhattan Bank, East Village Branch|217|United States||.||.||||.||.||.||||.|Left-Wing Militants|||||||0|||-99|-99|0||.|||.|||.||6|Explosives/Bombs/Dynamite|16|Unknown Explosive Type||.||.||.||.||.||.||0|0|0|0|0|0|1|3|Minor (likely < $1 million)||Glass door and windows shattered|0|||||||0|||||||.||This was one of many bank bombings in New York City during 1970.|Door of Chase Bank Is Damaged By Bomb, New York Times, July 15, 1970.|Bank Blasted, The Montreal Gazette, July 16, 1970.|Marcia McKnight Trick, Chronology of Incidents of Terroristic, Quasi-Terroristic, and Political Violence in the United States: January 1965 to March 1976, National Advisory Committee on Criminal Justice Standards and Goals: Report of the Task Force on Disorders and Terrorism, 1976.|Hewitt Project|-9|-9|0|-9
1970-02-15|197002150002|1970|2|15||0||217|United States|1|North America|Oregon (U.S. State)|Eugene|44.049920|-123.088544|1|0|University of Oregon|2/15/1970: Unknown perpetrators set fire to a building housing an R.O.T.C. storage area at the University of Oregon in Eugene, Oregon, United States.  One fireman was injured fighting the blaze and the men's physical education building sustained an estimated $350,000 in damages.  The incident took place a week after the university voted to retain the R.O.T.C. program.|1|1|1|0||.|0|1|0|7|Facility/Infrastructure Attack||.||.|4|Military|28|Military Recruiting Station/Academy|R.O.T.C.|R.O.T.C. storage area, University of Oregon|217|United States||.||.||||.||.||.||||.|Student Radicals||||||To protest the University of Oregon's decision to retain the R.O.T.C. program|0|||-99|-99|0||.|||.|||.||8|Incendiary|18|Arson/Fire||.||.||.||.||.||.|Arson|0|0|0|1|1|0|1|3|Minor (likely < $1 million)|350000|R.O.T.C. storage area destroyed.  Four class rooms and two offices were destroyed.|0|||||||0|||||||.||The fire was set in the R.O.T.C. storage area.  David Boggs was the fireman who was injured.|Mike Stahlberg, Clues Sought for Cause of UO Fire, Eugene Register-Guard, February 17, 1970.|Students Impede Firemen; R.O.T.C. Offices in Ruins, The Milwaukee Journal, February 17, 1970.|Emily Mosen, The Reserve Officers' Training Corps: Protests and Perspectives on the University of Oregon Campus in 1969 and 1970, University of Oregon, March 14, 2005.|Hewitt Project|-9|-9|0|-9
1970-02-16|197002160001|1970|2|16||0||217|United States|1|North America|California (U.S. State)|San Francisco|37.777125|-122.419644|1|0|||1|1|1|-9||.|0|1|0|3|Bombing/Explosion||.||.|3|Police|22|Police Buildings (Headquarters/Stations/School)|San Francisco Police Department|police station|217|United States||.||.||||.||.||.||||.|Unknown|||||||0|||||||.|||.|||.||6|Explosives/Bombs/Dynamite|16|Unknown Explosive Type|13|Unknown||.|13|Unknown||.|13|Unknown||.|Explosive|1|||0|||1|3|Minor (likely < $1 million)|3000||0|||||||0|||||||.||||||PGIS|-9|-9|0|-9
1970-02-16|197002160002|1970|2|16||0||217|United States|1|North America|California (U.S. State)|Berkeley|37.869885|-122.270539|1|0|||1|1|1|-9||.|0|1|0|3|Bombing/Explosion||.||.|1|Business|7|Retail/Grocery/Bakery||department store|217|United States||.||.||||.||.||.||||.|Unknown|||||||0|||||||.|||.|||.||6|Explosives/Bombs/Dynamite|16|Unknown Explosive Type|13|Unknown||.|13|Unknown||.|13|Unknown||.|Explosive|0|||0|||0|3|Minor (likely < $1 million)|0||0|||||||0|||||||.||||||PGIS|-9|-9|0|-9
1970-02-16|197002160003|1970|2|16||0||217|United States|1|North America|California (U.S. State)|Berkeley|37.869885|-122.270539|1|0|||1|1|1|-9||.|0|1|0|3|Bombing/Explosion||.||.|1|Business|7|Retail/Grocery/Bakery||department store|217|United States||.||.||||.||.||.||||.|Unknown|||||||0|||||||.|||.|||.||6|Explosives/Bombs/Dynamite|16|Unknown Explosive Type|13|Unknown||.|13|Unknown||.|13|Unknown||.|Explosive|0|||0|||0|3|Minor (likely < $1 million)|0||0|||||||0|||||||.||||||PGIS|-9|-9|0|-9
1970-02-16|197002160004|1970|2|16||0||217|United States|1|North America|California (U.S. State)|San Francisco|37.777125|-122.419644|1|0|Hall of Justice|2/16/1970: Four hours after a San Francisco Police Station was bombed in California, United States, a sniper took aim at three police officers.  However, police fired at the sniper before he could get a shot off.  The sniper and a companion fled the scene before being apprehended.|1|1|1|0||.|0|0|0|2|Armed Assault||.||.|3|Police|25|Police Security Forces/Officers|San Francisco Police Department|San Francisco Police Officers|217|United States||.||.||||.||.||.||||.|Left-Wing Militants||||||To intimidate the police.|0|||1|-99|0||.|||.|||.||5|Firearms|4|Rifle/Shotgun (non-automatic)||.||.||.||.||.||.|Telescope-sighted rifle|0|0|0|0|0|0|0||.|||0|||||||0|||||||.||This attack is linked with 197002160001.  The sniper and his companion were described as hippie types.|San Francisco Bomb Injured 7 Policemen, Washington Post, February 18, 1970.|||Hewitt Project|-9|-9|0|-9
1970-02-17|197002170001|1970|2|17||0||217|United States|1|North America|California (U.S. State)|Oakland|37.805065|-122.273024|1|0|Against a wall|2/17/1970: A day after bombings in San Francisco and Berkeley, twenty-four sticks of dynamite were discovered at Walter Boysen Paint Company in Oakland, California, United States.  The bombs never detonated.|1|1|1|1|2|Other Crime Type|0|0|0|3|Bombing/Explosion||.||.|1|Business|12|Construction||Walter Boysen Paint Company|217|United States||.||.||||.||.||.||||.|Unknown|||||||0|||-99|-99|0||.|||.|||.||6|Explosives/Bombs/Dynamite|28|Dynamite/TNT||.||.||.||.||.||.|24 sticks of dynamite|0|0|0|0|0|0|0||.|||0|||||||0|||||||.||The dynamite was found a day after 197002160001, 197002160002, and 197002160003.  Police reported that the target was apparently random and could not confirm whether this was connected to the previous attacks.|Committee on Government Operations United States Senate, Riots, Civil, and Criminal Disorders, U.S. Government Printing Office, August 6, 1970.|San Francisco Bomb Injured 7 Policemen, Washington Post, February 18, 1970.|Marcia McKnight Trick, Chronology of Incidents of Terroristic, Quasi-Terroristic, and Political Violence in the United States: January 1965 to March 1976, National Advisory Committee on Criminal Justice Standards and Goals: Report of the Task Force on Disorders and Terrorism, 1976.|Hewitt Project|-9|-9|0|-9
1970-02-17|197002170002|1970|2|17||0||217|United States|1|North America|Maryland (U.S. State)|Buckeystown|39.334825|-77.431653|1|0|Tescarora area|2/17/1970: Unknown perpetrators bombed a power pole in Buckeystown, Maryland, United States.  There were no casualties, however, as a result of the bombing, five-hundred homes and two industrial facilities lost power.  Windows were also shattered in buildings a quarter of a mile a way.|1|1|1|1|2|Other Crime Type|0|1|0|3|Bombing/Explosion||.||.|21|Utilities|107|Electricity|Power Pole|Power supply of the Frederick Maryland area|217|United States||.||.||||.||.||.||||.|Unknown|||||||0|||-99|-99|0||.|||.|||.||6|Explosives/Bombs/Dynamite|28|Dynamite/TNT||.||.||.||.||.||.|Dynamite|0|0|0|0|0|0|1|3|Minor (likely < $1 million)||Over 500 homes and 2 industries temporarily lost power.  Windows were shattered at buildings as far as one quarter of a mile away.|0|||||||0|||||||.||The two industries that lost power were Todd Steel and East Alco Aluminum Plant.|Committee on Government Operations United States Senate, Riots, Civil, and Criminal Disorders, U.S. Government Printing Office, August 6, 1970.|||Hewitt Project|-9|-9|0|-9
1970-02-17|197002170003|1970|2|17||0||217|United States|1|North America|Louisiana (U.S. State)|Covington|30.479685|-90.095304|1|0|Men's Restroom|2/17/1970: Unknown perpetrators detonated a bomb at Covington High School in Louisiana, United States.  There were no casualties but the building sustained minor damages.  The bombing took place six months before the school was integrated.|1|1|1|0||.|0|1|0|3|Bombing/Explosion||.||.|8|Educational Institution|49|Schools/Universities/Educational Buildings|School planned to be integrated|Covington High School|217|United States||.||.||||.||.||.||||.|White Extremists||||||Suspected motive was to protest school integration.|0|||-99|-99|0||.|||.|||.||6|Explosives/Bombs/Dynamite|16|Unknown Explosive Type||.||.||.||.||.||.||0|0|0|0|0|0|1|3|Minor (likely < $1 million)||4-foot hole blown into a wall, stall partitions damaged, and windows shattered.|0|||||||0|||||||.|||Committee on Government Operations United States Senate, Riots, Civil, and Criminal Disorders, U.S. Government Printing Office, August 6, 1970.|||Hewitt Project|-9|-9|0|-9
1970-02-17|197002170004|1970|2|17|February 16-17, 1970|0||217|United States|1|North America|Washington (U.S. State)|Seattle|47.603560|-122.329439|1|0|University of Washington|2/17/1970: Unknown perpetrators placed a gasoline bomb underneath the Armory at the University of Washington in Seattle, United States.  The bomb did not explode and was later discovered and removed.|1|1|1|0||.|0|0|0|3|Bombing/Explosion||.||.|4|Military|27|Military Barracks/Base/Headquarters/Check Post|Armory|Armory, University of Washington|217|United States||.||.||||.||.||.||||.|Student Radicals||||||Protest the War in Vietnam|0|||-99|-99|0||.|||.|||.||6|Explosives/Bombs/Dynamite|16|Unknown Explosive Type||.||.||.||.||.||.|Gasoline bomb|0|0|0|0|0|0|0||.|||0|||||||0|||||||.|||Committee on Government Operations United States Senate, Riots, Civil, and Criminal Disorders, U.S. Government Printing Office, August 6, 1970.|||Hewitt Project|-9|-9|0|-9
1970-02-18|197002180002|1970|2|18||0||217|United States|1|North America|Ohio (U.S. State)|Cleveland|41.504365|-81.690459|1|0||2/18/1970: Amidst a period racial strife at Cuyahoga Community College in Cleveland, Ohio, United States, unknown perpetrators detonated a bomb that damaged a car of a police officer working as a security guard.|1|1|1|0||.|0|1|0|3|Bombing/Explosion||.||.|3|Police|25|Police Security Forces/Officers|Cuyahoga Community College security guard||217|United States||.||.||||.||.||.||||.|Black Nationalists|||||||0|||-99|-99|0||.|||.|||.||6|Explosives/Bombs/Dynamite|16|Unknown Explosive Type||.||.||.||.||.||.|Pipe filled with black powder was utilized as a bomb|0|0|0|0|0|0|1|3|Minor (likely < $1 million)||Automobile was damaged|0|||||||0|||||||.|||Committee on Government Operations United States Senate, Riots, Civil, and Criminal Disorders, U.S. Government Printing Office, August 6, 1970.|Robert W. Peterson, Crime & the American Response, Facts on File, 1973.||Hewitt Project|-9|-9|0|-9
1970-02-18|197002180003|1970|2|18||0||217|United States|1|North America|California (U.S. State)|Vallejo|38.100830|-122.254954|1|0|Parking lot|2/18/1970: Booby trapped handgrenades were discovered wired to a car in the parking lot of the Vallejo Police Department in California, United States.  The device was deactivated.|1|1|1|0||.|0|1|0|3|Bombing/Explosion||.||.|3|Police|25|Police Security Forces/Officers|Mission Vallejo Police Officers||217|United States||.||.||||.||.||.||||.|Black Nationalists|||||||1|||-99|-99|0||.|||.|||.||6|Explosives/Bombs/Dynamite|10|Pressure Trigger||.||.||.||.||.||.|Military handgrenade wired to a car|0|0|0|0|0|0|0||.|||0|||||||0|||||||.||This was one of many incidents of violence directed again police departments in Northern California at this time (197002130003 and 197002160001).|Committee on Government Operations United States Senate, Riots, Civil, and Criminal Disorders, U.S. Government Printing Office, August 6, 1970.|||Hewitt Project|-9|-9|0|-9
1970-02-20|197002200001|1970|2|20||0||217|United States|1|North America|Connecticut (U.S. State)|Hartford|41.763325|-72.674069|1|0||2/20/1970: Unknown perpetrators threw a Molotov cocktail at a Federal Building that housed a United States Courthouse in Hartford, Connecticut, United States.  There were no casualties but the building sustained an estimated $450 in damages.|1|1|1|0||.|0|1|0|7|Facility/Infrastructure Attack||.||.|2|Government (General)|14|Judges/Attorneys/Courts|U.S. Courthouse|United States District Court of Connecticut|217|United States||.||.||||.||.||.||||.|Left-Wing Militants|||||||0|||-99|-99|1||.|||.|||.||8|Incendiary|20|Gasoline or Alcohol||.||.||.||.||.||.|Molotov Cocktail|0|0|0|0|0|0|1|3|Minor (likely < $1 million)|450||0|||||||0|||||||.|||Committee on Government Operations United States Senate, Riots, Civil, and Criminal Disorders, U.S. Government Printing Office, August 6, 1970.|||Hewitt Project|-9|-9|0|-9
1970-02-20|197002200002|1970|2|20||0||217|United States|1|North America|New York (U.S. State)|New York City|40.714550|-74.007124|1|0|Manhattan|2/20/1970: Unknown perpetrators ignited a firebomb at the Columbia University International Law Library in Manhattan, New York, United States.  There were no casualties but the building sustained slight damages.|1|1|1|0||.|-9|1|0|7|Facility/Infrastructure Attack||.||.|8|Educational Institution|49|Schools/Universities/Educational Buildings|Columbia University|Columbia University International Law Library|217|United States||.||.||||.||.||.||||.|Student Radicals|||||||1|||-99|-99|0||.|||.|||.||8|Incendiary|20|Gasoline or Alcohol||.||.||.||.||.||.|Firebomb|0|0|0|0|0|0|1|3|Minor (likely < $1 million)||Slight damages|0|||||||0|||||||.||This attack occurred late at night on February 20.  It was suspected that this attack might have been related to 197002210004, 197002210005, and 197002210003.  However, the Weathermen only claimed credit for 197002210005 in a letter to the New York Times, and did not mention participation in any other attacks on February 21.|Committee on Government Operations United States Senate, Riots, Civil, and Criminal Disorders, U.S. Government Printing Office, August 6, 1970.|Emanuel Perlmutter, Justice Murtagh's Home Target of 3 Fire Bombs, New York Times, February 22, 1970.||Hewitt Project|-9|-9|0|-9
1970-02-20|197002200003|1970|2|20||0||217|United States|1|North America|Washington (U.S. State)|Seattle|47.603560|-122.329439|1|0|University of Washington|2/20/1970: Unknown perpetrators placed two dynamite bombs at the construction site of the School of Architecture at the University of Washington in Seattle, Washington, United States.  Only one of the two bombs exploded causing little damage.  There were no casualties.|1|1|1|0||.|0|1|0|3|Bombing/Explosion||.||.|8|Educational Institution|49|Schools/Universities/Educational Buildings|University of Washington|Construction site of Architecture School, University of Washington|217|United States||.||.||||.||.||.||||.|Student Radicals|||||||0|||-99|-99|0||.|||.|||.||6|Explosives/Bombs/Dynamite|28|Dynamite/TNT||.||.||.||.||.||.|Two dynamite bombs|0|0|0|0|0|0|1|3|Minor (likely < $1 million)||Minor damage|0|||||||0|||||||.||There is a left wing source claiming that one of the perpetrators of the attack, Jeff Desmond, was actually working for the Federal Bureau of Investigation (See: Dave Dellinger, More Power Than We Know: The People's Movement Toward Democracy).|Committee on Government Operations United States Senate, Riots, Civil, and Criminal Disorders, U.S. Government Printing Office, August 6, 1970.|Dave Dellinger, More Power Than We Know: The People's Movement Toward Democracy, Anchor Press/Doubleday, 1975.||Hewitt Project|-9|-9|0|-9
1970-02-21|197002210001|1970|2|21||0||362|West Germany (FRG)|8|Western Europe||Frankfurt|50.111445|8.680615|1|0|||1|1|1|-9||.|0|1|0|3|Bombing/Explosion||.||.|6|Airports & Aircraft|42|Aircraft (not at an airport)||Austrian Airliner en route to Tel Aviv|15|Austria||.||.||||.||.||.||||.|Popular Front for the Liberation of Palestine, Gen Cmd (PFLP-GC)|||||||0|||4||||.|||.|||.||6|Explosives/Bombs/Dynamite|10|Pressure Trigger||.||.||.||.||.||.|Barometric bomb|0|||0|||1|3|Minor (likely < $1 million)|100000||0|||||||0|||||||.||||||PGIS|1|1|1|1
